Breakdown,Bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
Change in Receivables,SMFG,"20,819,000","-2,406,810,000","-3,878,000","-2,790,524,000"
Change in Loans,SMFG,"-17,306,124,000","-34,181,790,000","1,988,743,000","-36,938,512,000"
Change in Other Current Assets,SMFG,"857,887,000","35,046,032,000","399,854,000","-64,830,000"
Change in Other Current Liabilities,SMFG,"244,713,000","-83,949,000","-353,210,000","-92,592,000"
Change in Other Working Capital,SMFG,"10,115,260,000","1,180,000","17,059,878,000","-147,939,000"
Interest Paid CFO,SMFG,"-1,915,569,000","-147,939,000","-559,951,000","-195,596,000"
Interest Received CFO,SMFG,"3,530,912,000","-227,321,000","1,909,880,000","-15,942,000"
Taxes Refund Paid,SMFG,"-384,408,000","26,799,000","-139,452,000",-
Investing Cash Flow,SMFG,"5,931,059,000","-1,000","-7,679,878,000","-1,036,244,000"
Cash Flow from Continuing Investing Activities,SMFG,"5,931,059,000","-1,036,244,000","-7,679,877,000","-485,338,000"
Net Investment Purchase And Sale,SMFG,"6,234,432,000","-211,017,000","-7,377,339,000","-66,697,000"
Purchase of Investment,SMFG,"-32,355,919,000","54,303,000","-41,807,504,000","184,048,000"
Sale of Investment,SMFG,"38,590,351,000","-395,065,000","34,430,165,000","-99,605,000"
Net PPE Purchase And Sale,SMFG,"-91,157,000","483,000","-119,512,000","320,000"
Purchase of PPE,SMFG,"-100,015,000","-74,000","-145,946,000","-436,500,000"
Sale of PPE,SMFG,"8,858,000","-436,500,000","26,434,000",-
Net Intangibles Purchase And Sale,SMFG,"-199,114,000","-274,058,000","-178,765,000","-255,771,000"
Purchase of Intangibles,SMFG,"-199,114,000","-177,671,000","-178,765,000","-509,000"
Net Business Purchase And Sale,SMFG,-,"65,832,072,000","-4,305,000","4,758,885,000"
Purchase of Business,SMFG,-,"-271,873,000","-4,305,000","367,584,000"
Sale of Business,SMFG,-,"66,811,212,000",0,"79,000"
Net Other Investing Changes,SMFG,"-13,102,000","1,111,439,000","43,000",-
Financing Cash Flow,SMFG,"-357,778,000","-288,188,000","-562,580,000","483,000"
Cash Flow from Continuing Financing Activities,SMFG,"-357,777,000","54,303,000","-562,580,000","184,048,000"
Net Issuance Payments of Debt,SMFG,"84,000,000","-395,065,000","-294,537,000","-436,500,000"
Net Long Term Debt Issuance,SMFG,"84,000,000","8,555,960,000","-294,537,000","1,257,235,000"
Operating Cash Flow,BMO,"9,591,000","4,957,000","44,049,000","50,836,000"
Cash Flow from Continuing Operating Activities,BMO,"9,591,000","4,957,000","44,049,000","50,836,000"
Net Income from Continuing Operations,BMO,"4,377,000","13,537,000","7,754,000","5,097,000"
Operating Gains Losses,BMO,"-181,000","-252,000","-591,000","-124,000"
Gain Loss On Sale of Business,BMO,0,"29,000",0,-
Gain Loss On Investment Securities,BMO,"-181,000","-282,000","-591,000","-126,000"
Depreciation Amortization Depletion,BMO,"2,099,000","1,480,000","1,565,000","1,618,000"
Depreciation & amortization,BMO,"2,099,000","1,480,000","1,565,000","1,618,000"
Depreciation,BMO,"1,084,000","876,000","931,000","998,000"
Amortization,BMO,"1,015,000","604,000","634,000","620,000"
Amortization of Intangibles,BMO,"1,015,000","604,000","634,000","620,000"
Deferred Tax,BMO,"-732,000","475,000","184,000","111,000"
Deferred Income Tax,BMO,"-732,000","475,000","184,000","111,000"
Other non-cash items,BMO,-,"96,000","140,000","197,000"
Asset Impairment Charge,BMO,-,0,"779,000",0
Provision for Loan Lease And Other Losses,BMO,"2,178,000","313,000","20,000","2,953,000"
Change in working capital,BMO,"1,850,000","-10,596,000","34,338,000","41,181,000"
Change in Receivables,BMO,-,"-1,170,000","75,000","178,000"
Changes in Account Receivables,BMO,-,"-1,170,000","75,000","178,000"
Change in Payables And Accrued Expense,BMO,-,"1,312,000","-366,000","-352,000"
Change in Payable,BMO,-,"1,312,000","-366,000","-352,000"
Change in Tax Payable,BMO,-,"156,000","143,000","62,000"
Change in Income Tax Payable,BMO,-,"156,000","143,000","62,000"
Change in Account Payable,BMO,-,"1,312,000","-366,000","-352,000"
Change in Deferred Charges,BMO,-,"475,000","85,000","26,000"
Change in Loans,BMO,"-31,519,000","-73,869,000","-12,139,000","-28,599,000"
Change in Other Current Assets,BMO,-,"328,000","-539,000","-55,000"
Change in Other Current Liabilities,BMO,-,"156,000","143,000","62,000"
Change in Other Working Capital,BMO,"33,369,000","63,273,000","47,164,000","69,921,000"
Investing Cash Flow,BMO,"-21,157,000","-29,471,000","-299,000","-31,974,000"
Cash Flow from Continuing Investing Activities,BMO,"-21,157,000","-29,471,000","-299,000","-31,974,000"
Proceeds Payment in Interest Bearing Deposits in Bank,BMO,"1,680,000","3,316,000","144,000","-979,000"
Net Investment Purchase And Sale,BMO,"-6,058,000","-32,565,000","477,000","-29,777,000"
Purchase of Investment,BMO,"-50,149,000","-96,598,000","-49,620,000","-86,659,000"
Sale of Investment,BMO,"44,091,000","64,033,000","50,097,000","56,882,000"
Net PPE Purchase And Sale,BMO,"-885,000","-777,000","-484,000","-399,000"
Purchase of PPE,BMO,"-885,000","-777,000","-484,000","-399,000"
Net Intangibles Purchase And Sale,BMO,"-792,000","-671,000","-499,000","-633,000"
Purchase of Intangibles,BMO,"-792,000","-671,000","-499,000","-633,000"
Net Business Purchase And Sale,BMO,"-15,102,000","1,226,000","63,000","-186,000"
Purchase of Business,BMO,"-15,102,000",0,0,"-186,000"
Sale of Business,BMO,0,"1,226,000","63,000",0
Financing Cash Flow,BMO,"268,000","15,980,000","-5,122,000","-10,304,000"
Cash Flow from Continuing Financing Activities,BMO,"268,000","15,980,000","-5,122,000","-10,304,000"
Net Issuance Payments of Debt,BMO,"-3,098,000","7,807,000","-1,255,000","-887,000"
Net Long Term Debt Issuance,BMO,"-3,098,000","7,807,000","-1,255,000","-887,000"
Long Term Debt Issuance,BMO,"9,177,000","14,780,000","5,396,000","5,675,000"
Long Term Debt Payments,BMO,"-12,275,000","-6,973,000","-6,651,000","-6,562,000"
Net Common Stock Issuance,BMO,"3,353,000","3,096,000","159,000","-76,000"
Common Stock Issuance,BMO,"3,353,000","3,113,000","159,000",-
Common Stock Payments,BMO,-,"-17,000",0,"-76,000"
Net Preferred Stock Issuance,BMO,"648,000","745,000","-1,046,000","1,247,000"
Preferred Stock Issuance,BMO,"648,000","2,245,000",0,"1,247,000"
Preferred Stock Payments,BMO,0,"-1,500,000","-1,046,000",0
Cash Dividends Paid,BMO,"-2,703,000","-2,595,000","-2,980,000","-2,475,000"
Net Other Financing Charges,BMO,"2,068,000","6,927,000",-,"-8,113,000"
End Cash Position,BMO,"77,934,000","87,466,000","93,261,000","57,408,000"
Changes in Cash,BMO,"-11,298,000","-8,534,000","38,628,000","8,558,000"
Effect of Exchange Rate Changes,BMO,"1,766,000","2,739,000","-2,775,000","47,000"
Beginning Cash Position,BMO,"87,466,000","93,261,000","57,408,000","48,803,000"
Income Tax Paid Supplemental Data,BMO,"2,591,000","2,374,000","2,167,000","1,537,000"
Interest Paid Supplemental Data,BMO,"33,747,000","9,557,000","5,864,000","9,679,000"
Capital Expenditure,BMO,"-1,677,000","-1,448,000","-983,000","-1,032,000"
Issuance of Capital Stock,BMO,"4,001,000","5,358,000","159,000","1,247,000"
Issuance of Debt,BMO,"9,177,000","14,780,000","5,396,000","5,675,000"
Repayment of Debt,BMO,"-12,275,000","-6,973,000","-6,651,000","-6,562,000"
Repurchase of Capital Stock,BMO,0,"-1,517,000","-1,046,000","-76,000"
Free Cash Flow,BMO,"7,914,000","3,509,000","43,066,000","49,804,000"
Operating Cash Flow,BBVA,"23,718,000","-1,242,000","39,349,000",-
Cash Flow from Continuing Operating Activities,BBVA,"23,719,000",-,"39,347,000","5,618,000"
Net Income from Continuing Operations,BBVA,"6,827,000","1,234,000","2,060,000",-
Depreciation Amortization Depletion,BBVA,"1,328,000",-,"1,288,000","740,000"
Depreciation & amortization,BBVA,"1,328,000","494,000","1,288,000",-
Depreciation,BBVA,"818,000",-,"781,000","6,454,000"
Amortization,BBVA,"510,000","-13,002,000","507,000",-
Amortization of Intangibles,BBVA,"510,000",-,"507,000","-58,000"
Other non-cash items,BBVA,"10,441,000","-13,536,000","10,367,000",-
Change in working capital,BBVA,"8,356,000",-,"27,589,000","-1,634,000"
Change in Other Current Assets,BBVA,"-548,000","-1,634,000","-15,000",-
Change in Other Current Liabilities,BBVA,"-105,000",-,"-787,000","-50,000"
Change in Other Working Capital,BBVA,"9,009,000","80,000","28,391,000",-
Taxes Refund Paid,BBVA,"-3,234,000",-,"-1,955,000","-396,000"
Investing Cash Flow,BBVA,"-3,911,000","78,000","-37,000",-
Cash Flow from Continuing Investing Activities,BBVA,"-3,910,000",-,"-37,000","-550,000"
Net Investment Purchase And Sale,BBVA,"46,000",0,"245,000",-
Purchase of Investment,BBVA,"-81,000",-,"-62,000",0
Sale of Investment,BBVA,"127,000","10,000","307,000",-
Net PPE Purchase And Sale,BBVA,"-1,783,000",-,"-74,000","-4,349,000"
Purchase of PPE,BBVA,"-1,812,000","-4,349,000","-632,000",-
Sale of PPE,BBVA,"29,000",-,"558,000","-2,301,000"
Net Intangibles Purchase And Sale,BBVA,"-630,000",0,"-491,000",-
Purchase of Intangibles,BBVA,"-630,000",-,"-491,000","-584,000"
Sale of Intangibles,BBVA,0,"438,000",0,-
Net Business Purchase And Sale,BBVA,"-1,389,000",-,0,"-926,000"
Purchase of Business,BBVA,"-1,389,000","-926,000",0,-
Sale of Business,BBVA,0,-,0,"67,799,000"
Net Other Investing Changes,BBVA,"-155,000","-7,225,000","283,000",-
Financing Cash Flow,BBVA,"-7,563,000",-,"-2,069,000","76,888,000"
Cash Flow from Continuing Financing Activities,BBVA,"-7,563,000","-946,000","-2,069,000",-
Net Issuance Payments of Debt,BBVA,"-2,258,000",-,"-395,000",0
Net Long Term Debt Issuance,BBVA,"-2,258,000","-2,301,000","-395,000",-
Long Term Debt Issuance,BBVA,0,-,"2,425,000","-2,188,000"
Operating Cash Flow,USB,"8,447,000","21,119,000","9,870,000","3,716,000"
Cash Flow from Continuing Operating Activities,USB,"8,447,000","21,119,000","9,870,000","3,716,000"
Net Income from Continuing Operations,USB,"5,429,000","5,825,000","7,963,000","4,959,000"
Operating Gains Losses,USB,"126,000","199,000","-1,533,000","-2,537,000"
Gain Loss On Investment Securities,USB,"119,000","-188,000","-398,000","-344,000"
Realized Gain Loss On Sale of Loans And Lease,USB,"7,000","387,000","-1,135,000","-2,193,000"
Depreciation Amortization Depletion,USB,"1,018,000","560,000","497,000","527,000"
Depreciation & amortization,USB,"1,018,000","560,000","497,000","527,000"
Depreciation,USB,"382,000","345,000","338,000","351,000"
Amortization,USB,"636,000","215,000","159,000","176,000"
Amortization of Intangibles,USB,"636,000","215,000","159,000","176,000"
Other non-cash items,USB,"-401,000","12,558,000","4,116,000","-3,039,000"
Provision for Loan Lease And Other Losses,USB,"2,275,000","1,977,000","-1,173,000","3,806,000"
Investing Cash Flow,USB,"18,925,000","7,500,000","-57,487,000","-15,440,000"
Cash Flow from Continuing Investing Activities,USB,"18,925,000","7,500,000","-57,487,000","-15,440,000"
Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell,USB,"-2,404,000","252,000","18,000","645,000"
Net Investment Purchase And Sale,USB,"14,413,000","25,394,000","-41,766,000","-12,427,000"
Purchase of Investment,USB,"-9,274,000","-31,683,000","-100,133,000","-68,662,000"
Sale of Investment,USB,"23,687,000","57,077,000","58,367,000","56,235,000"
Net Proceeds Payment for Loan,USB,"8,430,000","-25,011,000","-15,742,000","-3,022,000"
Proceeds from Loans,USB,"9,536,000","4,420,000","6,183,000","8,600,000"
Payment for Loans,USB,"-1,106,000","-29,431,000","-21,925,000","-11,622,000"
Net Business Purchase And Sale,USB,"-330,000","12,257,000","-661,000","-556,000"
Net Other Investing Changes,USB,"-1,184,000","-5,392,000","664,000","-80,000"
Financing Cash Flow,USB,"-19,722,000","-3,982,000","13,942,000","51,899,000"
Cash Flow from Continuing Financing Activities,USB,"-19,722,000","-3,982,000","13,942,000","51,899,000"
Net Issuance Payments of Debt,USB,"-5,009,000","17,019,000","-8,776,000","-11,932,000"
Net Long Term Debt Issuance,USB,"11,499,000","1,806,000","-8,806,000","25,000"
Long Term Debt Issuance,USB,"15,583,000","8,732,000","2,626,000","14,501,000"
Long Term Debt Payments,USB,"-4,084,000","-6,926,000","-11,432,000","-14,476,000"
Net Short Term Debt Issuance,USB,"-16,508,000","15,213,000","30,000","-11,957,000"
Net Common Stock Issuance,USB,"889,000","-48,000","-1,512,000","-1,657,000"
Common Stock Issuance,USB,"951,000","21,000","43,000","15,000"
Common Stock Payments,USB,"-62,000","-69,000","-1,555,000","-1,672,000"
Net Preferred Stock Issuance,USB,0,"-663,000","971,000","486,000"
Preferred Stock Issuance,USB,0,"437,000","2,221,000","486,000"
Preferred Stock Payments,USB,0,"-1,100,000","-1,250,000",0
Cash Dividends Paid,USB,"-3,311,000","-3,075,000","-2,887,000","-2,852,000"
Common Stock Dividend Paid,USB,"-2,970,000","-2,776,000","-2,579,000","-2,552,000"
Preferred Stock Dividend Paid,USB,"-341,000","-299,000","-308,000","-300,000"
Net Other Financing Charges,USB,-,-,"-167,000",-
End Cash Position,USB,"61,192,000","53,542,000","28,905,000","62,580,000"
Changes in Cash,USB,"7,650,000","24,637,000","-33,675,000","40,175,000"
Beginning Cash Position,USB,"53,542,000","28,905,000","62,580,000","22,405,000"
Income Tax Paid Supplemental Data,USB,"645,000","767,000","535,000","1,025,000"
Interest Paid Supplemental Data,USB,"12,282,000","2,717,000","1,061,000","2,199,000"
Issuance of Capital Stock,USB,"951,000","458,000","2,264,000","501,000"
Issuance of Debt,USB,"15,583,000","8,732,000","2,626,000","14,501,000"
Repayment of Debt,USB,"-4,084,000","-6,926,000","-11,432,000","-14,476,000"
Repurchase of Capital Stock,USB,"-62,000","-1,169,000","-2,805,000","-1,672,000"
Free Cash Flow,USB,"8,447,000","21,119,000","9,870,000","3,716,000"
Operating Cash Flow,UNCRY,"10,264,000","-7,521,000","85,579,000",-
Investing Cash Flow,UNCRY,"-237,000",-,"569,000","-1,408,000"
Financing Cash Flow,UNCRY,"-5,551,000","107,407,000","660,000",-
End Cash Position,UNCRY,"111,776,000",-,"117,003,000","32,000"
Changes in Cash,UNCRY,"4,476,000","117,003,000","86,808,000",-
Effect of Exchange Rate Changes,UNCRY,"-107,000",-,"-150,000","-8,758,000"
Operating Cash Flow,ITUB,"129,966,000","54,306,000","59,491,000","77,493,000"
Cash Flow from Continuing Operating Activities,ITUB,"129,966,000","33,877,000","59,491,000","28,384,000"
Net Income from Continuing Operations,ITUB,"30,737,000","20,298,000","15,064,000","-168,000"
Operating Gains Losses,ITUB,"25,141,000","11,529,000","5,006,000","19,941,000"
Gain Loss On Sale of PPE,ITUB,-,"1,521,000",-,"-920,000"
Net Foreign Currency Exchange Gain Loss,ITUB,"24,279,000","5,652,000","11,677,000","4,233,000"
Gain Loss On Investment Securities,ITUB,"1,534,000","4,233,000","-5,272,000","2,130,000"
Earnings Losses from Equity Investments,ITUB,"-672,000","2,130,000","-1,399,000","10,024,000"
Depreciation Amortization Depletion,ITUB,"4,796,000","16,000,000","3,729,000","233,000"
Depreciation & amortization,ITUB,"4,796,000","200,000","3,729,000","-20,000"
Deferred Tax,ITUB,"3,457,000","14,379,000","-239,000",-
Deferred Income Tax,ITUB,"3,457,000","-6,065,000","-239,000","-33,107,000"
Other non-cash items,ITUB,"-5,386,000","1,910,000","10,457,000","3,234,000"
Asset Impairment Charge,ITUB,-,"3,234,000",-,"-898,000"
Stock based compensation,ITUB,"234,000","-898,000","217,000","3,234,000"
Provision for Loan Lease And Other Losses,ITUB,"29,287,000","1,076,000","25,980,000","-43,882,000"
Unrealized Gain Loss On Investment Securities,ITUB,-,"-19,827,000","739,000","-6,523,000"
Change in working capital,ITUB,"47,574,000","35,229,000","5,104,000","26,249,000"
Change in Receivables,ITUB,"-409,000","-5,885,000","534,000","-31,230,000"
Change in Payables And Accrued Expense,ITUB,"-347,000","-31,230,000","-1,910,000","-4,841,000"
Change in Payable,ITUB,"-347,000","3,322,000","-1,910,000","-1,325,000"
Change in Tax Payable,ITUB,"-347,000","244,000","-1,910,000","14,651,000"
Change in Income Tax Payable,ITUB,"-347,000","-1,242,000","-1,910,000","-3,815,000"
Change in Loans,ITUB,"-20,885,000","193,000","-163,806,000","172,000"
Change in Other Current Assets,ITUB,"-14,702,000","-7,667,000","-16,819,000","-5,376,000"
Change in Other Current Liabilities,ITUB,"5,297,000",-,"10,048,000","95,000"
Change in Other Working Capital,ITUB,"78,620,000","-10,000","177,057,000",0
Taxes Refund Paid,ITUB,"-5,874,000","583,000","-5,827,000","661,000"
Investing Cash Flow,ITUB,"-73,603,000","95,000","753,000","-22,448,000"
Cash Flow from Continuing Investing Activities,ITUB,"-73,603,000","-22,448,000","753,000","-31,460,000"
Net Investment Purchase And Sale,ITUB,"-65,966,000","-24,159,000","4,933,000","-10,811,000"
Purchase of Investment,ITUB,"-65,966,000","2,170,000","-11,912,000","8,229,000"
Sale of Investment,ITUB,0,"-32,388,000","16,845,000",0
Net PPE Purchase And Sale,ITUB,"-2,222,000","689,000","-1,385,000","510,000"
Purchase of PPE,ITUB,"-2,727,000",-,"-1,716,000","-10,348,000"
Sale of PPE,ITUB,"505,000","-25,915,000","331,000",-
Net Intangibles Purchase And Sale,ITUB,"-5,768,000","-1,544,000","-3,591,000","116,543,000"
Purchase of Intangibles,ITUB,"-5,768,000","23,815,000","-3,591,000","18,005,000"
Sale of Intangibles,ITUB,-,"-19,941,000","309,000","104,257,000"
Net Business Purchase And Sale,ITUB,0,"115,518,000",0,"73,458,000"
Purchase of Business,ITUB,0,"-9,081,000",0,"689,000"
Dividends Received CFI,ITUB,"336,000","2,170,000","487,000","8,229,000"
Net Other Investing Changes,ITUB,"17,000","-32,388,000","309,000","-689,000"
Financing Cash Flow,ITUB,"-31,714,000","68,302,000","-13,555,000","45,225,000"
Operating Cash Flow,PNC,"10,111,000","9,083,000","7,214,000","4,659,000"
Cash Flow from Continuing Operating Activities,PNC,"10,111,000","9,083,000","7,214,000","4,659,000"
Net Income from Continuing Operations,PNC,"5,647,000","6,113,000","5,725,000","7,558,000"
Operating Gains Losses,PNC,"-19,000","6,000","-64,000","-6,219,000"
Gain Loss On Sale of Business,PNC,-,-,-,"-5,740,000"
Gain Loss On Investment Securities,PNC,-,"7,000","-64,000","-305,000"
Earnings Losses from Equity Investments,PNC,-,-,-,"-174,000"
Depreciation Amortization Depletion,PNC,"217,000","651,000","1,773,000","1,497,000"
Depreciation & amortization,PNC,"217,000","651,000","1,773,000","1,497,000"
Deferred Tax,PNC,"-252,000","351,000","178,000","-2,239,000"
Deferred Income Tax,PNC,"-252,000","351,000","178,000","-2,239,000"
Other non-cash items,PNC,"1,197,000","838,000","-258,000","684,000"
Asset Impairment Charge,PNC,"298,000","-543,000","85,000","799,000"
Provision for Loan Lease And Other Losses,PNC,"761,000","471,000","-779,000","3,175,000"
Change in working capital,PNC,"2,262,000","1,196,000","490,000","-596,000"
Change in Payables And Accrued Expense,PNC,"507,000","599,000","753,000","-254,000"
Change in Accrued Expense,PNC,"507,000","599,000","753,000","-254,000"
Change in Loans,PNC,"210,000","1,041,000","-480,000","-372,000"
Change in Other Current Assets,PNC,"2,312,000","-877,000","-454,000","-927,000"
Change in Other Working Capital,PNC,"-767,000","433,000","671,000","957,000"
Investing Cash Flow,PNC,"-6,379,000","-13,428,000","-2,795,000","-51,122,000"
Cash Flow from Continuing Investing Activities,PNC,"-6,379,000","-13,428,000","-2,795,000","-51,122,000"
Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell,PNC,"573,000","-718,000","-24,000","1,738,000"
Proceeds Payment in Interest Bearing Deposits in Bank,PNC,"-16,519,000","46,930,000","24,236,000","-61,760,000"
Net Investment Purchase And Sale,PNC,"8,293,000","-18,429,000","-28,432,000","-597,000"
Purchase of Investment,PNC,"-5,662,000","-41,005,000","-85,583,000","-45,409,000"
Sale of Investment,PNC,"13,955,000","22,576,000","57,151,000","44,812,000"
Net Proceeds Payment for Loan,PNC,"3,224,000","-38,166,000","15,568,000","-3,464,000"
Proceeds from Loans,PNC,"13,419,000","5,643,000","17,459,000","1,894,000"
Payment for Loans,PNC,"-10,195,000","-43,809,000","-1,891,000","-5,358,000"
Net Business Purchase And Sale,PNC,-,-,"-10,511,000","14,225,000"
Purchase of Business,PNC,-,-,"-10,511,000",-
Sale of Business,PNC,-,-,-,"14,225,000"
Net Other Investing Changes,PNC,"-1,950,000","-3,045,000","-3,632,000","-1,264,000"
Financing Cash Flow,PNC,"-3,854,000","3,384,000","-3,432,000","48,419,000"
Cash Flow from Continuing Financing Activities,PNC,"-3,854,000","3,384,000","-3,432,000","48,419,000"
Change in Federal Funds And Securities Sold for Repurchase,PNC,"359,000","-2,000","-46,000","-5,861,000"
Net Issuance Payments of Debt,PNC,"13,612,000","29,985,000","-7,945,000","-18,270,000"
Net Long Term Debt Issuance,PNC,"13,612,000","29,985,000","-7,945,000","-11,970,000"
Long Term Debt Issuance,PNC,"17,288,000","38,042,000","2,558,000","13,317,000"
Long Term Debt Payments,PNC,"-3,676,000","-8,057,000","-10,503,000","-25,287,000"
Net Short Term Debt Issuance,PNC,-,-,-,"-6,300,000"
Short Term Debt Issuance,PNC,-,-,-,-
Short Term Debt Payments,PNC,-,-,-,"-6,300,000"
Net Common Stock Issuance,PNC,"-579,000","-3,663,000","-1,013,000","-1,559,000"
Common Stock Issuance,PNC,"72,000","68,000","66,000","65,000"
Common Stock Payments,PNC,"-651,000","-3,731,000","-1,079,000","-1,624,000"
Net Preferred Stock Issuance,PNC,"484,000","725,000","1,484,000","-480,000"
Preferred Stock Issuance,PNC,"1,484,000","2,225,000","1,484,000",-
Preferred Stock Payments,PNC,"-1,000,000","-1,500,000",-,"-480,000"
Cash Dividends Paid,PNC,"-2,878,000","-2,692,000","-2,289,000","-2,209,000"
Common Stock Dividend Paid,PNC,"-2,461,000","-2,391,000","-2,056,000","-1,980,000"
Preferred Stock Dividend Paid,PNC,"-417,000","-301,000","-233,000","-229,000"
End Cash Position,PNC,"6,921,000","7,043,000","8,004,000","7,017,000"
Changes in Cash,PNC,"-122,000","-961,000","987,000","1,956,000"
Beginning Cash Position,PNC,"7,043,000","8,004,000","7,017,000","5,061,000"
Income Tax Paid Supplemental Data,PNC,"997,000","197,000","675,000","3,410,000"
Interest Paid Supplemental Data,PNC,"9,451,000","2,172,000","582,000","1,292,000"
Issuance of Capital Stock,PNC,"1,556,000","2,293,000","1,550,000","65,000"
Issuance of Debt,PNC,"17,288,000","38,042,000","2,558,000","13,317,000"
Repayment of Debt,PNC,"-3,676,000","-8,057,000","-10,503,000","-31,587,000"
Repurchase of Capital Stock,PNC,"-1,651,000","-5,231,000","-1,079,000","-2,104,000"
Free Cash Flow,PNC,"10,111,000","9,083,000","7,214,000","4,659,000"
Operating Cash Flow,BNS,"31,724,000","16,943,000","-12,807,000","56,664,000"
Cash Flow from Continuing Operating Activities,BNS,"31,724,000","16,943,000","-12,807,000","56,664,000"
Net Income from Continuing Operations,BNS,"7,528,000","10,174,000","9,955,000","6,853,000"
Operating Gains Losses,BNS,"-649,000","-109,000","-749,000","-1,156,000"
Gain Loss On Sale of Business,BNS,"-367,000","233,000","9,000","-307,000"
Gain Loss On Investment Securities,BNS,"-129,000","-74,000","-419,000","-607,000"
Earnings Losses from Equity Investments,BNS,"-153,000","-268,000","-339,000","-242,000"
Depreciation Amortization Depletion,BNS,"1,820,000","1,531,000","1,511,000","1,546,000"
Depreciation & amortization,BNS,"1,820,000","1,531,000","1,511,000","1,546,000"
Depreciation,BNS,"801,000","749,000",-,-
Amortization,BNS,"1,019,000","782,000",-,-
Amortization of Intangibles,BNS,"1,019,000","782,000",-,-
Deferred Tax,BNS,"2,226,000","2,758,000","2,871,000","1,543,000"
Deferred Income Tax,BNS,"2,226,000","2,758,000","2,871,000","1,543,000"
Other non-cash items,BNS,"-18,287,000","-18,115,000","-16,961,000","-17,320,000"
Asset Impairment Charge,BNS,"185,000",0,-,-
Stock based compensation,BNS,"14,000","10,000","7,000","5,000"
Provision for Loan Lease And Other Losses,BNS,"3,422,000","1,382,000","1,808,000","6,084,000"
Change in working capital,BNS,"15,419,000","3,064,000","-26,184,000","43,717,000"
Change in Loans,BNS,"1,385,000","-127,761,000","-77,659,000","-983,000"
Change in Other Working Capital,BNS,"14,034,000","130,825,000","51,475,000","44,700,000"
Dividend Received CFO,BNS,"1,299,000","1,156,000","969,000","824,000"
Interest Paid CFO,BNS,"-34,731,000","-13,336,000","-8,766,000","-13,042,000"
Interest Received CFO,BNS,"55,617,000","31,931,000","25,425,000","29,572,000"
Taxes Refund Paid,BNS,"-2,139,000","-3,503,000","-2,693,000","-1,962,000"
Investing Cash Flow,BNS,"-30,040,000","-11,293,000","14,697,000","-56,459,000"
Cash Flow from Continuing Investing Activities,BNS,"-30,040,000","-11,293,000","14,697,000","-56,459,000"
Proceeds Payment in Interest Bearing Deposits in Bank,BNS,"-23,538,000","25,783,000","-15,006,000","-30,346,000"
Net Investment Purchase And Sale,BNS,"-6,044,000","-34,606,000","31,506,000","-28,596,000"
Purchase of Investment,BNS,"-100,919,000","-97,736,000","-72,259,000","-147,629,000"
Sale of Investment,BNS,"94,875,000","63,130,000","103,765,000","119,033,000"
Net PPE Purchase And Sale,BNS,"-442,000","-571,000","-462,000","-771,000"
Net Business Purchase And Sale,BNS,"895,000","-549,000","-717,000","3,938,000"
Net Other Investing Changes,BNS,"-911,000","-1,350,000","-624,000","-684,000"
Financing Cash Flow,BNS,"-2,766,000","-4,579,000","-2,777,000","143,000"
Cash Flow from Continuing Financing Activities,BNS,"-2,766,000","-4,579,000","-2,777,000","143,000"
Net Issuance Payments of Debt,BNS,"1,044,000","1,758,000","-1,094,000","-354,000"
Net Long Term Debt Issuance,BNS,"1,044,000","1,758,000","-1,094,000","-354,000"
Long Term Debt Issuance,BNS,"1,447,000","3,356,000",0,0
Long Term Debt Payments,BNS,"-403,000","-1,598,000","-1,094,000","-354,000"
Net Common Stock Issuance,BNS,"1,402,000","-2,736,000","268,000","-355,000"
Common Stock Issuance,BNS,"1,402,000","137,000","268,000","59,000"
Common Stock Payments,BNS,0,"-2,873,000",0,"-414,000"
Net Preferred Stock Issuance,BNS,0,"2,023,000","744,000","1,424,000"
Preferred Stock Issuance,BNS,0,"2,523,000","2,003,000","1,689,000"
Preferred Stock Payments,BNS,0,"-500,000","-1,259,000","-265,000"
Cash Dividends Paid,BNS,"-5,422,000","-5,118,000","-4,604,000","-4,559,000"
Net Other Financing Charges,BNS,"210,000","-506,000","1,909,000","3,987,000"
End Cash Position,BNS,"10,173,000","11,065,000","9,693,000","11,123,000"
Changes in Cash,BNS,"-1,082,000","1,071,000","-887,000","348,000"
Effect of Exchange Rate Changes,BNS,"190,000","301,000","-543,000","-129,000"
Beginning Cash Position,BNS,"11,065,000","9,693,000","11,123,000","10,904,000"
Capital Expenditure,BNS,"-442,000","-571,000","-462,000","-771,000"
Issuance of Capital Stock,BNS,"1,402,000","2,660,000","2,271,000","1,748,000"
Issuance of Debt,BNS,"1,447,000","3,356,000",0,0
Repayment of Debt,BNS,"-403,000","-1,598,000","-1,094,000","-354,000"
Repurchase of Capital Stock,BNS,0,"-3,373,000","-1,259,000","-679,000"
Free Cash Flow,BNS,"31,282,000","16,372,000","-13,269,000","55,893,000"
Operating Cash Flow,NU,"755,573","-2,924,318","974,520","1,266,189"
Cash Flow from Continuing Operating Activities,NU,"755,573","1,030,530","974,520","-165,334"
Net Income from Continuing Operations,NU,"-364,634","-39,280","-171,491",-
