Tag,Bank,2023-12-31  ,2023-09-30  ,2023-06-30  ,2023-03-31  ,2022-12-31  ,2022-09-30  ,2022-06-30  ,2022-03-31  ,2021-12-31  ,2021-09-30  ,2021-06-30  ,2021-03-31  ,2020-12-31  ,2020-09-30  ,2020-06-30  ,2020-03-31  ,2019-12-31  ,2019-09-30  ,2019-06-30  ,2019-03-31  ,2018-12-31  ,2018-09-30  ,2018-06-30  ,2018-03-31  ,2017-12-31  ,2017-09-30  ,2017-06-30  ,2017-03-31  ,2016-12-31  ,2016-09-30  ,2016-06-30  ,2016-03-31  ,2015-12-31  ,2015-09-30  ,2015-06-30  ,2015-03-31  ,2014-12-31  ,2014-09-30  ,2014-06-30  ,2014-03-31  ,2013-12-31  ,2013-09-30  ,2013-06-30  ,2013-03-31  ,2012-12-31  ,2012-09-30  ,2012-06-30  ,2012-03-31  ,2011-12-31  ,2011-09-30  ,2011-06-30  ,2011-03-31  ,2010-12-31  ,2010-09-30  ,2010-06-30  ,2010-03-31  ,2009-12-31  ,2009-09-30  ,2009-06-30  ,2009-03-31  ,2008-12-31  ,2008-09-30  ,2008-06-30  ,2008-03-31  ,2007-12-31  ,2007-09-30  ,2007-06-30  ,2007-03-31  ,2006-12-31  ,2006-09-30  ,2006-06-30  ,2006-03-31  ,2005-12-31  ,2005-09-30  ,2005-06-30  ,2005-03-31  ,2004-12-31  ,2004-09-30  ,2004-06-30  ,2004-03-31  ,2003-12-31  ,2003-09-30  ,2003-06-30  ,2003-03-31  ,2002-12-31  ,2001-12-31  ,2000-12-31  ,1999-12-31  ,1998-12-31  ,1997-12-31  ,1996-12-31  ,1995-12-31  ,1994-12-31  ,1993-12-31  
Interest income: Securities,goldman-sachs-bank-usa,"$625,000,000","$435,000,000","$257,000,000","$96,000,000","$246,000,000","$161,000,000","$88,000,000","$41,000,000","$158,000,000","$116,000,000","$77,000,000","$42,000,000","$179,000,000","$127,000,000","$77,000,000","$36,000,000","$110,000,000","$74,000,000","$42,000,000","$20,000,000","$52,000,000","$38,000,000","$27,000,000","$15,000,000","$29,000,000","$13,000,000","$1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest income: Trading accounts,goldman-sachs-bank-usa,"$1,217,000,000","$763,000,000","$418,000,000","$227,000,000","$493,000,000","$286,000,000","$177,000,000","$82,000,000","$354,000,000","$267,000,000","$179,000,000","$103,000,000","$763,000,000","$646,000,000","$520,000,000","$315,000,000","$948,000,000","$679,000,000","$405,000,000","$161,000,000","$606,000,000","$423,000,000","$266,000,000","$146,000,000","$511,000,000","$418,000,000","$288,000,000","$143,000,000","$551,000,000","$385,000,000","$248,000,000","$123,000,000","$555,000,000","$419,000,000","$264,000,000","$132,000,000","$325,000,000","$238,000,000","$162,000,000","$79,000,000","$354,000,000","$269,000,000","$180,000,000","$86,000,000","$299,000,000","$220,000,000","$159,000,000","$69,000,000","$425,000,000","$321,000,000","$203,000,000","$100,000,000","$456,000,000","$353,000,000","$243,000,000","$132,000,000","$890,000,000","$685,000,000","$477,000,000","$215,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest income: Federal funds sold,goldman-sachs-bank-usa,"$2,747,000,000","$1,924,000,000","$1,211,000,000","$490,000,000","$565,000,000","$192,000,000","$42,000,000","$5,000,000","$52,000,000","$50,000,000","$58,000,000","$34,000,000","$263,000,000","$218,000,000","$170,000,000","$123,000,000","$815,000,000","$671,000,000","$433,000,000","$207,000,000","$397,000,000","$244,000,000","$138,000,000","$56,000,000","$151,000,000","$108,000,000","$68,000,000","$32,000,000","$85,000,000","$63,000,000","$64,000,000","$29,000,000","$68,000,000","$39,000,000","$21,000,000","$8,000,000","$13,000,000","$7,000,000","$5,000,000","$2,000,000","$4,000,000","$2,000,000","$1,000,000","$1,000,000","$28,000,000","$24,000,000","$17,000,000","$8,000,000","$40,000,000","$30,000,000","$19,000,000","$10,000,000","$59,000,000","$46,000,000","$34,000,000","$19,000,000","$121,000,000","$99,000,000","$75,000,000","$38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other interest income,goldman-sachs-bank-usa,"$3,301,000,000","$2,493,000,000","$1,643,000,000","$742,000,000","$1,700,000,000","$846,000,000","$395,000,000","$114,000,000","$227,000,000","$156,000,000","$65,000,000","$28,000,000","$162,000,000","$150,000,000","$136,000,000","$120,000,000","$793,000,000","$624,000,000","$335,000,000","$124,000,000","$316,000,000","$206,000,000","$136,000,000","$82,000,000","$201,000,000","$147,000,000","$92,000,000","$39,000,000","$134,000,000","$105,000,000","$73,000,000","$29,000,000","$60,000,000","$43,000,000","$36,000,000","$20,000,000","$131,000,000","$76,000,000","$64,000,000","$48,000,000","$198,000,000","$131,000,000","$96,000,000","$51,000,000","$210,000,000","$171,000,000","$125,000,000","$56,000,000","$170,000,000","$124,000,000","$88,000,000","$61,000,000","$101,000,000","$65,000,000","$48,000,000","$25,000,000","$312,000,000","$278,000,000","$227,000,000","$137,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total interest expense,goldman-sachs-bank-usa,"$20,715,000,000","$14,931,000,000","$9,325,000,000","$4,256,000,000","$7,313,000,000","$3,641,000,000","$1,402,000,000","$427,000,000","$1,425,000,000","$1,043,000,000","$670,000,000","$355,000,000","$2,459,000,000","$2,085,000,000","$1,610,000,000","$974,000,000","$4,675,000,000","$3,579,000,000","$2,256,000,000","$1,105,000,000","$3,065,000,000","$2,106,000,000","$1,279,000,000","$582,000,000","$1,753,000,000","$1,268,000,000","$814,000,000","$409,000,000","$1,154,000,000","$818,000,000","$526,000,000","$244,000,000","$623,000,000","$458,000,000","$282,000,000","$124,000,000","$447,000,000","$330,000,000","$217,000,000","$102,000,000","$472,000,000","$362,000,000","$239,000,000","$119,000,000","$628,000,000","$480,000,000","$329,000,000","$151,000,000","$645,000,000","$487,000,000","$326,000,000","$166,000,000","$1,047,000,000","$652,000,000","$443,000,000","$239,000,000","$1,363,000,000","$1,081,000,000","$753,000,000","$457,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest expense: Domestic office deposits,goldman-sachs-bank-usa,"$13,991,000,000","$10,144,000,000","$6,478,000,000","$3,040,000,000","$5,134,000,000","$2,619,000,000","$982,000,000","$312,000,000","$1,143,000,000","$855,000,000","$581,000,000","$302,000,000","$2,066,000,000","$1,711,000,000","$1,283,000,000","$723,000,000","$3,471,000,000","$2,672,000,000","$1,717,000,000","$838,000,000","$2,482,000,000","$1,709,000,000","$1,045,000,000","$465,000,000","$1,270,000,000","$886,000,000","$539,000,000","$254,000,000","$828,000,000","$599,000,000","$377,000,000","$158,000,000","$387,000,000","$273,000,000","$170,000,000","$82,000,000","$293,000,000","$216,000,000","$139,000,000","$67,000,000","$330,000,000","$250,000,000","$165,000,000","$81,000,000","$339,000,000","$242,000,000","$155,000,000","$72,000,000","$181,000,000","$128,000,000","$87,000,000","$44,000,000","$193,000,000","$144,000,000","$93,000,000","$50,000,000","$370,000,000","$305,000,000","$237,000,000","$137,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest expense: Foreign office deposits,goldman-sachs-bank-usa,"$541,000,000","$156,000,000","$93,000,000","$34,000,000","$22,000,000","$9,000,000","$3,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest expense: Federal funds purchased,goldman-sachs-bank-usa,"$1,781,000,000","$1,287,000,000","$762,000,000","$278,000,000","$182,000,000","$14,000,000","$-28,000,000","$-15,000,000","$-45,000,000","$-28,000,000","$2,000,000","$2,000,000","$72,000,000","$68,000,000","$62,000,000","$58,000,000","$270,000,000","$198,000,000","$114,000,000","$40,000,000","$78,000,000","$46,000,000","$28,000,000","$14,000,000","$48,000,000","$37,000,000","$21,000,000","$9,000,000","$15,000,000","$14,000,000","$10,000,000","$5,000,000","$-2,000,000","$-4,000,000","$-1,000,000",$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$7,000,000","$6,000,000","$5,000,000","$4,000,000","$39,000,000","$31,000,000","$21,000,000","$10,000,000","$48,000,000","$38,000,000","$24,000,000","$13,000,000","$206,000,000","$8,000,000","$4,000,000","$1,000,000","$-7,000,000","$-7,000,000","$-13,000,000","$45,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interest Expense:Demand notes, US treasury & other",goldman-sachs-bank-usa,"$4,240,000,000","$3,223,000,000","$1,912,000,000","$864,000,000","$1,823,000,000","$906,000,000","$396,000,000","$108,000,000","$243,000,000","$153,000,000","$46,000,000","$31,000,000","$225,000,000","$231,000,000","$211,000,000","$159,000,000","$761,000,000","$575,000,000","$335,000,000","$182,000,000","$359,000,000","$250,000,000","$145,000,000","$80,000,000","$377,000,000","$303,000,000","$227,000,000","$133,000,000","$266,000,000","$171,000,000","$117,000,000","$69,000,000","$197,000,000","$158,000,000","$93,000,000","$32,000,000","$130,000,000","$100,000,000","$74,000,000","$35,000,000","$135,000,000","$106,000,000","$69,000,000","$34,000,000","$250,000,000","$207,000,000","$153,000,000","$69,000,000","$369,000,000","$281,000,000","$184,000,000","$87,000,000","$462,000,000","$360,000,000","$254,000,000","$142,000,000","$811,000,000","$643,000,000","$435,000,000","$228,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense: Subordinated notes and debenture,goldman-sachs-bank-usa,"$162,000,000","$121,000,000","$80,000,000","$40,000,000","$152,000,000","$93,000,000","$49,000,000","$21,000,000","$83,000,000","$62,000,000","$41,000,000","$20,000,000","$96,000,000","$75,000,000","$54,000,000","$34,000,000","$173,000,000","$134,000,000","$90,000,000","$45,000,000","$146,000,000","$101,000,000","$61,000,000","$23,000,000","$58,000,000","$42,000,000","$27,000,000","$13,000,000","$45,000,000","$34,000,000","$22,000,000","$12,000,000","$40,000,000","$30,000,000","$20,000,000","$10,000,000","$23,000,000","$13,000,000","$3,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$47,000,000","$40,000,000","$31,000,000","$22,000,000","$186,000,000","$140,000,000","$92,000,000","$46,000,000","$189,000,000","$140,000,000","$94,000,000","$47,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading account gains and fees,goldman-sachs-bank-usa,"$4,949,000,000","$3,667,000,000","$2,089,000,000","$1,165,000,000","$3,121,000,000","$2,466,000,000","$1,469,000,000","$873,000,000","$1,708,000,000","$1,478,000,000","$790,000,000","$584,000,000","$772,000,000","$780,000,000","$587,000,000","$232,000,000","$961,000,000","$450,000,000","$347,000,000","$246,000,000","$547,000,000","$503,000,000","$237,000,000","$201,000,000","$589,000,000","$552,000,000","$453,000,000","$165,000,000","$502,000,000","$432,000,000","$296,000,000","$371,000,000","$535,000,000","$478,000,000","$323,000,000","$146,000,000","$662,000,000","$545,000,000","$423,000,000","$218,000,000","$1,056,000,000","$813,000,000","$727,000,000","$335,000,000","$1,388,000,000","$1,214,000,000","$900,000,000","$812,000,000","$2,185,000,000","$1,966,000,000","$1,260,000,000","$624,000,000","$2,166,000,000","$2,131,000,000","$1,646,000,000","$954,000,000","$4,808,000,000","$3,682,000,000","$2,991,000,000","$1,887,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest rate exposures,goldman-sachs-bank-usa,"$2,286,000,000","$280,000,000","$1,742,000,000","$1,258,000,000","$-2,698,000,000","$-5,235,000,000","$-2,502,000,000","$-1,446,000,000","$-1,764,000,000","$-1,360,000,000","$-206,000,000","$-1,832,000,000","$3,316,000,000","$1,635,000,000","$985,000,000","$907,000,000","$1,438,000,000","$-583,000,000","$658,000,000","$629,000,000","$-1,976,000,000","$-2,213,000,000","$-2,040,000,000","$62,000,000","$3,600,000,000","$3,303,000,000","$2,837,000,000","$844,000,000","$-2,406,000,000","$455,000,000","$459,000,000","$1,376,000,000","$-1,833,000,000","$-550,000,000","$-684,000,000","$-2,485,000,000","$-3,754,000,000","$-2,860,000,000","$-67,000,000","$-106,000,000","$303,000,000","$-39,000,000","$-1,181,000,000","$-1,316,000,000","$2,959,000,000","$1,963,000,000","$825,000,000","$1,230,000,000","$2,786,000,000","$2,764,000,000","$3,439,000,000","$2,059,000,000","$-112,000,000","$91,000,000","$-3,236,000,000","$-1,370,000,000","$6,066,000,000","$4,650,000,000","$2,895,000,000","$2,273,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
